count	geneid	symbol	name	chr	orientation	start	end
4	6889	TALDO1P1	transaldolase 1 pseudogene 1	1	+	54524385	54525213
194	5915	RARB	retinoic acid receptor, beta	3	+	25174331	25597931
4	28392	IGHV4-59	immunoglobulin heavy variable 4-59	14	-	106627248	106627679
32	1196	CLK2	CDC-like kinase 2	1	-	155262867	155273528
87	6386	SDCBP	syndecan binding protein (syntenin)	8	+	58553168	58582859
3	102725509	LINC01232	long intergenic non-protein coding RNA 1232	13	-	99486961	99499305
1	642954	RBBP4P1	retinoblastoma binding protein 4 pseudogene 1	5	-	14796180	14798484
1	400945	LINC01376	long intergenic non-protein coding RNA 1376	2	-	18984657	19036010
22	51808	PHAX	phosphorylated adaptor for RNA export	5	+	126600914	126627251
1	100132215	LOC100132215	-	2	-	63043921	63048520
1	100189490	TRN-GTT23-1	transfer RNA-Asn (GTT) 23-1	1	-	148378815	148379088
2	84996	URB1-AS1	URB1 antisense RNA 1 (head to head)	21	+	32393132	32393959
2	390067	OR52H1	olfactory receptor, family 52, subfamily H, member 1	11	-	5544560	5545522
7	113746	ODF3	outer dense fiber of sperm tails 3	11	+	196640	200257
115	11065	UBE2C	ubiquitin-conjugating enzyme E2C	20	+	45812575	45816956
11	407020	MIR28	microRNA 28	3	+	188688780	188688865
24	22880	MORC2	MORC family CW-type zinc finger 2	22	-	30925137	30968496
2	101927056	LOC101927056	-	3	-	125827236	125886076
5	79992	AGPAT4-IT1	AGPAT4 intronic transcript 1 (non-protein coding)	6	-	161160113	161161981
2	100302260	MIR2052	microRNA 2052	8	+	74705692	74705746
167	4976	OPA1	optic atrophy 1 (autosomal dominant)	3	+	193593143	193697810
15	56996	SLC12A9	solute carrier family 12, member 9	7	+	100834035	100867011
2	6791	AURKAPS1	aurora kinase A pseudogene 1	1	-	220266178	220267714
59	23418	CRB1	crumbs family member 1, photoreceptor morphogenesis associated	1	+	197201461	197478454
7	101243544	ERCC6-PGBD3	ERCC6-PGBD3 readthrough	10	-	49515104	49539537
256	1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	5	+	132073791	132076169
21	407031	MIR30C1	microRNA 30c-1	1	+	40757283	40757371
38	57733	GBA3	glucosidase, beta, acid 3	4	+	22692913	22819574
1	28376	IGHVII-15-1	immunoglobulin heavy variable (II)-15-1 (pseudogene)	14	-	106163533	106163803
2	100313835	MIR1255B2	microRNA 1255b-2	1	+	167998659	167998725
55	23049	SMG1	SMG1 phosphatidylinositol 3-kinase-related kinase	16	-	18804852	18926408
11	91734	IDI2	isopentenyl-diphosphate delta isomerase 2	10	-	1018906	1025858
1	100499418	MTCYBP1	MT-CYB pseudogene 1	Y	+	8364031	8365149
2	100500834	MIR3924	microRNA 3924	10	-	57304478	57304558
1	103724389	LINC01170	long intergenic non-protein coding RNA 1170	5	-	124059793	124438519
1	100271148	RPSAP59	ribosomal protein SA pseudogene 59	X	-	103206008	103206898
16	79987	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	9	-	110365247	110579879
1	100128639	HMGB1P48	high mobility group box 1 pseudogene 48	1	+	45530821	45532622
64	22827	PUF60	poly-U binding splicing factor 60KDa	8	-	143816343	143829385
10	50939	IMPG2	interphotoreceptor matrix proteoglycan 2	3	-	101222545	101320574
38	1264	CNN1	calponin 1, basic, smooth muscle	19	+	11538763	11550322
90	1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	20	-	63488011	63499314
6	170961	ANKRD24	ankyrin repeat domain 24	19	+	4182624	4224813
3	81169	OR8J2	olfactory receptor, family 8, subfamily J, member 2 (gene/pseudogene)	11	-	56210856	56211820
3	1338	COX6A1P1	cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 1	1	+	80495888	80496421
10	51052	PRLH	prolactin releasing hormone	2	+	237566573	237567174
26	22981	NINL	ninein-like	20	-	25452696	25585530
9	259173	ALS2CL	ALS2 C-terminal like	3	-	46668994	46693703
14	80270	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	16	+	30985109	30989151
18	23315	SLC9A8	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8	20	+	49812712	49892241
32	93974	ATPIF1	ATPase inhibitory factor 1	1	+	28236090	28238104
2	100506215	PAXBP1-AS1	PAXBP1 antisense RNA 1	21	+	32728113	32743121
2	387849	REP15	RAB15 effector protein	12	+	27696494	27697632
90	2170	FABP3	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	1	-	31360417	31373282
11	5544	PRB3	proline-rich protein BstNI subfamily 3	12	-	11265913	11269706
1	101927583	LOC101927583	-	12	-	57618404	57621902
1	104310351	LINC01331	long intergenic non-protein coding RNA 1331	5	-	74369375	74536975
8	25858	TEX40	testis expressed 40	11	+	64300390	64304766
18	55349	CHDH	choline dehydrogenase	3	-	53816296	53846392
10	221914	GPC2	glypican 2	7	-	100169605	100177425
127	4926	NUMA1	nuclear mitotic apparatus protein 1	11	-	72002863	72080692
20	4622	MYH4	myosin, heavy chain 4, skeletal muscle	17	-	10443289	10469558
30	9737	GPRASP1	G protein-coupled receptor associated sorting protein 1	X	+	102651365	102659082
19	10440	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	1	+	201955490	201970660
2	102465464	MIR6775	microRNA 6775	16	-	87834591	87834659
139	808	CALM3	calmodulin 3 (phosphorylase kinase, delta)	19	+	46601254	46610781
9	340665	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1	10	+	93061263	93068696
98	3984	LIMK1	LIM domain kinase 1	7	+	74083776	74122524
6	253650	ANKRD18A	ankyrin repeat domain 18A	9	-	38542964	38620654
53	2517	FUCA1	fucosidase, alpha-L- 1, tissue	1	-	23845076	23868368
2	100616202	MIR4634	microRNA 4634	5	+	174751733	174751786
114	23385	NCSTN	nicastrin	1	+	160343272	160358951
2	100129339	TPSP1	tryptase pseudogene 1	16	-	1273723	1276394
426	2332	FMR1	fragile X mental retardation 1	X	+	147911950	147951126
123	8644	AKR1C3	aldo-keto reductase family 1, member C3	10	+	5048765	5107685
46	3682	ITGAE	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	17	-	3714624	3801242
19	54797	MED18	mediator complex subunit 18	1	+	28329001	28335966
13	283149	BCL9L	B-cell CLL/lymphoma 9-like	11	-	118896139	118925617
10	54478	FAM64A	family with sequence similarity 64, member A	17	+	6444204	6451064
5	137994	LETM2	leucine zipper-EF-hand containing transmembrane protein 2	8	+	38386428	38409526
3	57577	KIAA1407	KIAA1407	3	-	113964136	114056640
1	654388	RPL32P2	ribosomal protein L32 pseudogene 2	15	-	34085857	34086365
17	54584	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	22	-	19788410	19854938
1	391033	MKRN8P	makorin ring finger protein 8, pseudogene	1	-	42889630	42892439
16	54922	RASIP1	Ras interacting protein 1	19	-	48720584	48740812
44	81488	POLR2M	polymerase (RNA) II (DNA directed) polypeptide M	15	+	57706520	57717556
11	100533107	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)	20	+	63657809	63698697
1	102723875	LINC01065	long intergenic non-protein coding RNA 1065	13	-	53131745	53151899
2	28483	IGHJ1	immunoglobulin heavy joining 1	14	-	105865404	105865457
3	401014	TEX41	testis expressed 41 (non-protein coding)	2	+	144667966	145076728
9	26166	RGS22	regulator of G-protein signaling 22	8	-	99960935	100106115
22	55803	ADAP2	ArfGAP with dual PH domains 2	17	+	30921684	30959397
8	574450	MIR493	microRNA 493	14	+	100869059	100869147
3	728264	MIR143HG	MIR143 host gene (non-protein coding)	5	+	149406844	149432835
189	10155	TRIM28	tripartite motif containing 28	19	+	58544468	58550714
3	100508120	GMDS-AS1	GMDS antisense RNA 1 (head to head)	6	+	2245752	2413590
8	79613	TANGO6	transport and golgi organization 6 homolog (Drosophila)	16	+	68843552	69085181
24	27258	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	3	+	14178727	14198368
62	5982	RFC2	replication factor C (activator 1) 2, 40kDa	7	-	74231484	74254457
23	9924	PAN2	PAN2 poly(A) specific ribonuclease subunit	12	-	56316222	56334052
5	3051	HBZP1	hemoglobin, zeta pseudogene 1	16	+	161198	165525
18	54812	AFTPH	aftiphilin	2	+	64524304	64593004
20	8406	SRPX	sushi-repeat containing protein, X-linked	X	-	38149334	38220923
1	390402	AKR1B1P4	aldo-keto reductase family 1, member B1 pseudogene 4	13	-	45687182	45688509
8	55657	ZNF692	zinc finger protein 692	1	-	248850003	248860797
65	117	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	7	+	31052340	31111478
12	7104	TM4SF4	transmembrane 4 L six family member 4	3	+	149474580	149503393
2	692072	SNORD5	small nucleolar RNA, C/D box 5	11	-	93733227	93733299
23	9068	ANGPTL1	angiopoietin-like 1	1	-	178849534	178871352
1	100509927	HIST1H2APS6	HIST1H2A pseudogene 6	13	-	36490049	36490440
109	10892	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	18	+	58671385	58750138
573	1457	CSNK2A1	casein kinase 2, alpha 1 polypeptide	20	-	472968	543837
12	50805	IRX4	iroquois homeobox 4	5	-	1877426	1887178
32	23516	SLC39A14	solute carrier family 39 (zinc transporter), member 14	8	+	22367248	22434128
25	55052	MRPL20	mitochondrial ribosomal protein L20	1	-	1401895	1407833
16	339403	RXFP4	relaxin/insulin-like family peptide receptor 4	1	+	155941688	155942833
142	5518	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	19	+	52189801	52226424
11	6846	XCL2	chemokine (C motif) ligand 2	1	-	168540764	168543996
1	100132995	RPS8P3	ribosomal protein S8 pseudogene 3	18	-	51844949	51845633
6	85013	TMEM128	transmembrane protein 128	4	-	4235541	4248241
39	64806	IL25	interleukin 25	14	+	23372808	23376402
54	8824	CES2	carboxylesterase 2	16	+	66934443	66945095
2	100500909	MIR3908	microRNA 3908	12	+	123536408	123536533
5	146705	ENTHD2	ENTH domain containing 2	17	-	81228276	81239090
11	285190	RGPD4	RANBP2-like and GRIP domain containing 4	2	+	107826931	107892543
2	102724814	LOC102724814	-	14	+	23561096	23568075
23	23187	PHLDB1	pleckstrin homology-like domain, family B, member 1	11	+	118606438	118658037
41	1124	CHN2	chimerin 2	7	+	29146546	29514334
2	400242	DICER1-AS1	DICER1 antisense RNA 1	14	+	95157687	95179932
17	3203	HOXA6	homeobox A6	7	-	27145582	27147773
10	338094	FAM151A	family with sequence similarity 151, member A	1	-	54609176	54623526
3	100288691	HMGN2P8	high mobility group nucleosomal binding domain 2 pseudogene 8	10	+	84081330	84082810
2	102465486	MIR6811	microRNA 6811	2	+	237510930	237510987
2	341511	RPL23AP14	ribosomal protein L23a pseudogene 14	12	+	2781893	2782419
130	5048	PAFAH1B1	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)	17	+	2593628	2685616
7	149830	PRNT	prion protein (testis specific)	20	-	4731281	4740667
4	28738	TRAJ17	T cell receptor alpha joining 17	14	+	22526843	22526905
2	28877	IGKV3D-7	immunoglobulin kappa variable 3D-7	2	+	90234836	90235367
2	379027	TSPY5P	testis specific protein, Y-linked 5, pseudogene	Y	-	10066392	10069195
8	170712	COX7B2	cytochrome c oxidase subunit VIIb2	4	-	46734826	46909266
10	51286	CEND1	cell cycle exit and neuronal differentiation 1	11	-	787109	790125
3	729809	DNM1P34	DNM1 pseudogene 34	15	-	75298142	75302919
20	25791	NGEF	neuronal guanine nucleotide exchange factor	2	-	232878685	233013240
44	7884	SLBP	stem-loop binding protein	4	-	1692799	1712693
20	4105	MAGEA6	melanoma antigen family A, 6	X	-	152766135	152769715
55	4327	MMP19	matrix metallopeptidase 19	12	-	55835429	55842982
31	6902	TBCA	tubulin folding cofactor A	5	-	77691168	77776360
1	126037	EEF1DP1	eukaryotic translation elongation factor 1 delta pseudogene 1	19	+	14070324	14071303
20	79443	FYCO1	FYVE and coiled-coil domain containing 1	3	-	45917898	45995823
3	7754	ZNF204P	zinc finger protein 204, pseudogene	6	-	27357822	27375373
19	29941	PKN3	protein kinase N3	9	+	128702498	128720919
46	5641	LGMN	legumain	14	-	92703806	92748701
9	29964	PRICKLE4	prickle homolog 4 (Drosophila)	6	+	41780761	41787371
1	729962	RPL21P71	ribosomal protein L21 pseudogene 71	3	+	147276726	147277286
1	646161	RPL26P21	ribosomal protein L26 pseudogene 21	7	+	13871783	13872555
62	9607	CARTPT	CART prepropeptide	5	+	71719162	71721047
3	148545	NBPF4	neuroblastoma breakpoint family, member 4	1	-	108222463	108244080
8	161291	TMEM30B	transmembrane protein 30B	14	-	61277369	61281811
1	100271517	RPL39P25	ribosomal protein L39 pseudogene 25	10	-	75269199	75269593
38	2197	FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	11	-	65120626	65122199
17	84163	GTF2IRD2	GTF2I repeat domain containing 2	7	-	74796143	74851791
7	131873	COL6A6	collagen, type VI, alpha 6	3	+	130517176	130678134
3	100846996	MIR5007	microRNA 5007	13	+	55174453	55174547
2	28743	TRAJ12	T cell receptor alpha joining 12	14	+	22531938	22531997
2	497048	KU-MEL-3	-	6	+	4610564	4611918
212	975	CD81	CD81 molecule	11	+	2376176	2397418
5	22997	IGSF9B	immunoglobulin superfamily, member 9B	11	-	133908301	133956962
1	100170224	SNAR-B1	small ILF3/NF90-associated RNA B1	19	-	50133744	50133863
28	83930	STARD3NL	STARD3 N-terminal like	7	+	38178205	38230670
27	30820	KCNIP1	Kv channel interacting protein 1	5	+	170353486	170736631
1	401666	OR51A4	olfactory receptor, family 51, subfamily A, member 4	11	-	4946158	4947099
2	126868	MAB21L3	mab-21-like 3 (C. elegans)	1	+	116075791	116135239
45	6238	RRBP1	ribosome binding protein 1	20	-	17613677	17682282
2	339799	EIF3FP3	eukaryotic translation initiation factor 3, subunit F pseudogene 3	2	+	58251428	58252686
244	2645	GCK	glucokinase (hexokinase 4)	7	-	44144270	44189422
3	6973	TRGV1	T cell receptor gamma variable 1 (non-functional)	7	-	38367585	38368054
1	100271014	RPL37P8	ribosomal protein L37 pseudogene 8	1	-	244694429	244694719
95	322	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	11	-	6395123	6419471
4	10838	ZNF275	zinc finger protein 275	X	+	153334154	153352925
149	708	C1QBP	complement component 1, q subcomponent binding protein	17	-	5432778	5439150
1	100271576	RPS26P51	ribosomal protein S26 pseudogene 51	16	-	7126223	7126659
1	100189143	TRT-AGT6-1	transfer RNA-Thr (AGT) 6-1	6	+	27162270	27162343
3	83656	FAM167A-AS1	FAM167A antisense RNA 1	8	+	11368401	11438656
1	728819	LOC728819	-	2	-	43675152	43676321
2	401105	FLJ42393	-	3	+	188178542	188180807
11	80154	GOLGA2P10	golgin A2 pseudogene 10	15	-	82471476	82513998
4	100527978	TMEM56-RWDD3	TMEM56-RWDD3 readthrough	1	+	95117922	95244954
2	100616238	MIR3529	microRNA 3529	15	-	88611846	88611923
1	389644	RPL5P22	ribosomal protein L5 pseudogene 22	8	+	28299607	28300630
3	128371	OR6K6	olfactory receptor, family 6, subfamily K, member 6	1	+	158754815	158755846
4	101927021	LOC101927021	-	7	+	1160373	1165957
22	440193	CCDC88C	coiled-coil domain containing 88C	14	-	91271322	91417843
25	9340	GLP2R	glucagon-like peptide 2 receptor	17	+	9825542	9892103
7	126204	NLRP13	NLR family, pyrin domain containing 13	19	-	55891691	55932335
4	353132	LCE1B	late cornified envelope 1B	1	+	152811970	152813108
2	100132396	ZNF705B	zinc finger protein 705B	8	+	7926336	7952412
2	440050	KRTAP5-7	keratin associated protein 5-7	11	+	71527266	71528163
1	28431	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene)	14	-	106392768	106393230
1	201853	LINC00504	long intergenic non-protein coding RNA 504	4	-	14470464	14888168
99	50848	F11R	F11 receptor	1	-	160995210	161021342
25	8329	HIST1H2AI	histone cluster 1, H2ai	6	+	27808198	27808666
1	100271112	RPS26P22	ribosomal protein S26 pseudogene 22	3	-	124733417	124733753
14	4696	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	19	+	54102851	54106973
1	2284	FKBP1AP3	FK506 binding protein 1A, 12kDa pseudogene 3	13	+	46505078	46508508
8	22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)	6	+	46129963	46146698
10	84076	TKTL2	transketolase-like 2	4	-	163471094	163473894
3	453	ASS1P8	argininosuccinate synthetase 1 pseudogene 8	4	-	148526259	148527153
37	10038	PARP2	poly (ADP-ribose) polymerase 2	14	+	20343613	20357909
12	80818	ZNF436	zinc finger protein 436	1	-	23359447	23369863
29	9169	SCAF11	SR-related CTD-associated factor 11	12	-	45919130	45992039
46	211	ALAS1	5'-aminolevulinate synthase 1	3	+	52198082	52214326
49	406907	MIR124-1	microRNA 124-1	8	-	9903387	9903471
12	10279	PRSS16	protease, serine, 16 (thymus)	6	+	27247722	27256619
4	100506013	APELA	apelin receptor early endogenous ligand	4	+	164876987	164897526
43	399	RHOH	ras homolog family member H	4	+	40191010	40244763
1	392424	RPS5P8	ribosomal protein S5 pseudogene 8	X	-	6422046	6422772
23	51706	CYB5R1	cytochrome b5 reductase 1	1	-	202961872	202967275
2	29769	SDHDP5	succinate dehydrogenase complex, subunit D, integral membrane protein pseudogene 5	2	+	178018045	178019255
2	100887755	TRERNA1	translation regulatory long non-coding RNA 1	20	-	50040706	50041628
1	441488	LOC441488	-	X	-	36961000	36963557
1	645638	WFDC21P	WAP four-disulfide core domain 21, pseudogene	17	-	60083565	60088466
2	102466982	MIR6729	microRNA 6729	1	+	12029157	12029221
16	5253	PHF2	PHD finger protein 2	9	+	93576626	93679586
2	100302152	MIR548N	microRNA 548n	7	-	34940759	34940833
71	6478	SIAH2	siah E3 ubiquitin protein ligase 2	3	-	150741122	150763475
17	64983	MRPL32	mitochondrial ribosomal protein L32	7	+	42932204	42937856
2	100313886	MIR2116	microRNA 2116	15	-	59171182	59171261
17	728379	USP17L26	ubiquitin specific peptidase 17-like family member 26	4	+	9334657	9336249
15	51292	GMPR2	guanosine monophosphate reductase 2	14	+	24232421	24239241
1	100189529	TRA-TGC9-1	transfer RNA-Ala (TGC) 9-1	6	-	28634081	28634152
12	26005	C2CD3	C2 calcium-dependent domain containing 3	11	-	74012713	74171209
1	101927119	LOC101927119	-	22	+	38081788	38088740
1	100151670	RNU7-73P	RNA, U7 small nuclear 73 pseudogene	3	-	37573158	37573212
2	100616297	MIR3977	microRNA 3977	5	+	82840154	82840223
2	284757	MIR646HG	MIR646 host gene (non-protein coding)	20	+	60138491	60322255
13	259217	HSPA12A	heat shock 70kDa protein 12A	10	-	116671191	116850813
2	100240728	LOC100240728	-	7	-	56482104	56483318
2	28578	TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)	7	+	142440882	142441324
6	348807	CCDC37	coiled-coil domain containing 37	3	+	126394892	126436555
1	100189101	TRV-CAC7-1	transfer RNA-Val (CAC) 7-1	6	-	27728547	27728619
9	84987	COX14	COX14 cytochrome c oxidase assembly factor	12	+	50109634	50120456
3	100127888	SLCO4A1-AS1	SLCO4A1 antisense RNA 1	20	-	62663026	62666620
1	100289137	FAM95C	family with sequence similarity 95, member C	9	-	38540566	38545371
20	25962	KIAA1429	KIAA1429	8	-	94487776	94553517
11	54830	NUP62CL	nucleoporin 62kDa C-terminal like	X	-	107119536	107206439
1	101927541	LINC01273	long intergenic non-protein coding RNA 1273	20	+	50172569	50176670
1	100101917	ELF2P1	E74-like factor 2 pseudogene 1	X	-	103908423	103911365
1	100271556	RPS12P32	ribosomal protein S12 pseudogene 32	19	+	11523355	11523852
4	100528007	C10orf32-ASMT	C10orf32-ASMT readthrough (NMD candidate)	10	+	102854209	102901898
14	10311	DSCR3	Down syndrome critical region 3	21	-	37223424	37268123
36	22794	CASC3	cancer susceptibility candidate 3	17	+	40140253	40172177
1	28702	TRAJ53	T cell receptor alpha joining 53	14	+	22483003	22483068
12	84955	NUDCD1	NudC domain containing 1	8	-	109240918	109334120
1	100505887	LOC100505887	-	1	+	6724744	6730011
11	85457	CIPC	CLOCK-interacting pacemaker	14	+	77098234	77117286
2	27194	TRAPPC2P4	trafficking protein particle complex 2 pseudogene 4	Y	+	25904396	25915211
3	644139	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels	17	-	10822474	10838100
131	6950	TCP1	t-complex 1	6	-	159778497	159789702
1	100128025	WWTR1-AS1	WWTR1 antisense RNA 1	3	+	149658209	149661363
1	646269	RPS4XP8	ribosomal protein S4X pseudogene 8	6	+	154576255	154577140
6	374977	MROH7	maestro heat-like repeat family member 7	1	+	54641739	54710266
7	63948	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1	1	+	53459398	53467487
4	92070	CTBP1-AS2	CTBP1 antisense RNA 2 (head to head)	4	+	1249439	1253006
2	102465506	MIR6841	microRNA 6841	8	-	24953795	24953866
22	114131	UCN3	urocortin 3	10	+	5365012	5374205
236	4804	NGFR	nerve growth factor receptor	17	+	49495292	49515019
2	100302227	MIR1302-1	microRNA 1302-1	12	-	112695033	112695175
1	387495	RPS26P5	ribosomal protein S26 pseudogene 5	21	-	16121242	16121664
14	10881	ACTL7A	actin-like 7A	9	+	108862227	108863754
1	100418837	PHBP2	prohibitin pseudogene 2	11	+	43733758	43734563
4	387638	C10orf113	chromosome 10 open reading frame 113	10	-	21125762	21146558
98	7033	TFF3	trefoil factor 3 (intestinal)	21	-	42311666	42315595
28	27292	DIMT1	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae)	5	-	62388523	62403900
169	1621	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	9	+	133636362	133659343
2	339894	LINC00880	long intergenic non-protein coding RNA 880	3	-	157081666	157123001
1	100189235	TRD-GTC2-2	transfer RNA-Asp (GTC) 2-2	1	-	161448242	161448313
1	100289640	PPATP1	phosphoribosyl pyrophosphate amidotransferase pseudogene 1	3	-	87051194	87052737
60	123	PLIN2	perilipin 2	9	-	19108387	19127605
9	55732	C1orf112	chromosome 1 open reading frame 112	1	+	169795004	169853087
8	9840	TESPA1	thymocyte expressed, positive selection associated 1	12	-	54948302	54985160
64	4209	MEF2D	myocyte enhancer factor 2D	1	-	156463720	156500841
6	79570	NKAIN1	Na+/K+ transporting ATPase interacting 1	1	-	31179744	31239886
25	10629	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	11	+	62771302	62787341
3	654254	ZNF732	zinc finger protein 732	4	-	270674	305320
7	25799	ZNF324	zinc finger protein 324	19	+	58467044	58473577
1738	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	17	-	30194318	30235967
8	84502	JPH4	junctophilin 4	14	-	23568034	23578799
2	692224	FBXO22-AS1	FBXO22 antisense RNA 1	15	-	75932682	75933129
10	132720	C4orf32	chromosome 4 open reading frame 32	4	+	112145396	112189080
1	653924	LOC653924	-	2	+	97081435	97083471
10	22864	R3HDM2	R3H domain containing 2	12	-	57253763	57430999
19	2800	GOLGA1	golgin A1	9	-	124878293	124941113
8	140881	DEFB129	defensin, beta 129	20	+	227257	229885
1	28350	IGHVIII-16-1	immunoglobulin heavy variable (III)-16-1 (pseudogene)	14	-	106170745	106171050
1	100131173	RPS29P12	ribosomal protein S29 pseudogene 12	5	+	180945698	180945992
4	140902	R3HDML	R3H domain containing-like	20	+	44337157	44350791
1	100270978	RPL30P5	ribosomal protein L30 pseudogene 5	4	+	83502698	83503033
30	8522	GAS7	growth arrest-specific 7	17	-	9910608	10198550
4	159963	SLC5A12	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12	11	-	26667018	26723355
56	8615	USO1	USO1 vesicle transport factor	4	+	75724521	75814288
2	100130238	LOC100130238	-	12	+	132275390	132280899
1	339186	KRT17P4	keratin 17 pseudogene 4	17	-	16847399	16850551
1	10031	SHROOM2P1	shroom family member 2 pseudogene 1	Y	+	12541057	12543219
89	253260	RICTOR	RPTOR independent companion of MTOR, complex 2	5	-	38937919	39074418
16	81617	CAB39L	calcium binding protein 39-like	13	-	49308646	49444133
35	6610	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	6	+	109440645	109443921
2	84144	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	1	-	85157672	85201703
10	60672	MIIP	migration and invasion inhibitory protein	1	+	12019241	12032048
26	10179	RBM7	RNA binding motif protein 7	11	+	114400528	114410609
2	100847092	MIR548AS	microRNA 548as	13	+	92490162	92490219
33	7504	XK	X-linked Kx blood group	X	+	37685780	37732129
2	727910	TLCD2	TLC domain containing 2	17	-	1702789	1710367
112	65125	WNK1	WNK lysine deficient protein kinase 1	12	+	752592	911451
2	648740	ACTG1P4	actin, gamma 1 pseudogene 4	1	+	103569403	103571390
23	353143	LCE3B	late cornified envelope 3B	1	+	152613810	152614097
27	54796	BNC2	basonuclin 2	9	-	16409502	16870837
2	101927703	FOXCUT	FOXC1 upstream transcript (non-protein coding)	6	+	1605530	1607357
15	27109	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)	14	+	50312328	50326714
7	83886	PRSS27	protease, serine 27	16	-	2712417	2720577
350	1471	CST3	cystatin C	20	-	23627896	23638047
1	100271631	RPL35AP24	ribosomal protein L35a pseudogene 24	10	+	49909544	49909986
12	474344	GIMAP6	GTPase, IMAP family member 6	7	-	150625374	150632647
2	645560	ATP5C1P1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 pseudogene 1	14	-	53990930	53992022
7	100033448	SNORD115-11	small nucleolar RNA, C/D box 115-11	15	+	25189413	25189494
1	101929765	LOC101929765	-	15	+	90660233	90664953
36	65108	MARCKSL1	MARCKS-like 1	1	-	32333828	32336238
49	54209	TREM2	triggering receptor expressed on myeloid cells 2	6	-	41158505	41163197
17	680	BRS3	bombesin-like receptor 3	X	+	136463814	136493773
5	285335	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	3	-	112140897	112362985
44	9320	TRIP12	thyroid hormone receptor interactor 12	2	-	229763836	229923233
1	28911	IGKV3-25	immunoglobulin kappa variable 3-25 (pseudogene)	2	-	89192490	89194267
14	23218	NBEAL2	neurobeachin-like 2	3	+	46979682	47009703
32	6341	SCO1	SCO1 cytochrome c oxidase assembly protein	17	-	10680331	10697567
98	10801	SEPT9	septin 9	17	+	77281409	77500595
1	100189160	TRG-GCC1-4	transfer RNA-Gly (GCC) 1-4	1	+	161465467	161465537
2	440905	FAR2P1	fatty acyl CoA reductase 2 pseudogene 1	2	-	130025997	130051130
22	10690	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	6	+	96015968	96215611
2	102465447	MIR6747	microRNA 6747	11	-	62567010	62567070
4	280660	SSX9	synovial sarcoma, X breakpoint 9	X	-	48301549	48306178
16	3681	ITGAD	integrin, alpha D	16	+	31393240	31426512
4	100038246	TLX1NB	TLX1 neighbor	10	-	101089320	101141265
27	79876	UBA5	ubiquitin-like modifier activating enzyme 5	3	+	132654445	132678252
1	100271053	RPS12P5	ribosomal protein S12 pseudogene 5	3	+	29390814	29391240
1	100133103	RPL7L1P13	ribosomal protein L7-like 1 pseudogene 13	4	-	110399763	110400515
2	342892	ZNF850	zinc finger protein 850	19	-	36743477	36772813
13	219578	ZNF804B	zinc finger protein 804B	7	+	88759367	89337056
7	94009	SERHL	serine hydrolase-like (pseudogene)	22	+	42500578	42512559
21	154807	VKORC1L1	vitamin K epoxide reductase complex, subunit 1-like 1	7	+	65836335	65959562
1	101928338	LOC101928338	-	11	+	30741420	30794446
